order_date,order_id,product,product_id,category,purchase_address,quantity_ordered,price_each,cost_price,turnover,margin,order_time,period_of_day,city
2023-01-24,142058,iphone,6292093158557,Électronique,"621 12th St, Los Angeles, CA 90001",1,700,231,700,469,213300,noche, Los Angeles
2023-01-08,142059,macbook pro laptop,1204789382156,Électronique,"486 South St, Los Angeles, CA 90001",1,1700,561,1700,1139,204900,noche, Los Angeles
2023-01-14,142060,lightning charging cable,7456892099383,Vêtements,"754 13th St, New York City, NY 10001",1,14.95,7.475,14.95,7.475,113600,noche, New York City
2023-01-18,142061,aa batteries (4-pack),7919187646388,Sports,"776 Center St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92,195600,noche, San Francisco
2023-01-24,142062,wired headphones,6571560601733,Vêtements,"930 Church St, San Francisco, CA 94016",1,11.99,5.995,11.99,5.995,123100,mañana, San Francisco
2023-01-01,142063,aaa batteries (4-pack),6321582331509,Alimentation,"153 Willow St, Dallas, TX 75001",1,2.99,1.495,2.99,1.495,174500,mañana, Dallas
2023-01-08,142064,aa batteries (4-pack),8091901237378,Sports,"710 Cherry St, New York City, NY 10001",2,3.84,1.92,7.68,3.84,195200,noche, New York City
2023-01-01,142066,27in 4k gaming monitor,1826671642833,Vêtements,"110 Dogwood St, Seattle, WA 98101",1,389.99,128.69670000000002,389.99,261.2933,220200,noche, Seattle
2023-01-30,142067,27in fhd monitor,6160407711780,Sports,"149 Ridge St, Los Angeles, CA 90001",1,149.99,97.4935,149.99,52.4965,92300,noche, Los Angeles
2023-01-28,142068,27in 4k gaming monitor,9989847735206,Électronique,"469 Elm St, Los Angeles, CA 90001",1,389.99,128.69670000000002,389.99,261.2933,230900,noche, Los Angeles
2023-01-22,142069,aaa batteries (4-pack),7940840385744,Alimentation,"541 Maple St, Los Angeles, CA 90001",2,2.99,1.495,5.98,2.99,114200,noche, Los Angeles
2023-01-13,142070,usb-c charging cable,3912541750739,Électronique,"356 14th St, Portland, ME 04101",1,11.95,5.975,11.95,5.975,161200,mañana, Portland
2023-01-17,142071,aa batteries (4-pack),4404185989797,Sports,"131 2nd St, Boston, MA 02215",1,3.84,1.92,3.84,1.92,230200,noche, Boston
2023-01-17,142071,aa batteries (4-pack),5522544254200,Vêtements,"131 2nd St, Boston, MA 02215",1,3.84,1.92,3.84,1.92,230200,noche, Boston
2023-01-16,142072,thinkpad laptop,7747885768604,Vêtements,"961 Church St, Dallas, TX 75001",1,999.99,329.99670000000003,999.99,669.9933,195700,noche, Dallas
2023-01-05,142073,wired headphones,4251032514752,Vêtements,"237 Chestnut St, Portland, OR 97035",1,11.99,5.995,11.99,5.995,162200,mañana, Portland
2023-01-25,142074,bose soundsport headphones,1806420971828,Vêtements,"643 Elm St, Boston, MA 02215",1,99.99,49.995,99.99,49.995,205100,noche, Boston
2023-01-19,142075,wired headphones,2288252066297,Électronique,"668 Maple St, San Francisco, CA 94016",1,11.99,5.995,11.99,5.995,162000,mañana, San Francisco
2023-01-29,142076,wired headphones,8078998134863,Électronique,"927 Johnson St, San Francisco, CA 94016",1,11.99,5.995,11.99,5.995,161100,mañana, San Francisco
2023-01-17,142077,apple airpods headphones,3784378520019,Alimentation,"912 9th St, Portland, OR 97035",1,150,97.5,150,52.5,171800,mañana, Portland
2023-01-09,142078,aa batteries (4-pack),1830339861791,Vêtements,"37 Meadow St, Dallas, TX 75001",1,3.84,1.92,3.84,1.92,120300,mañana, Dallas
2023-01-02,142079,aa batteries (4-pack),5697058747259,Alimentation,"183 Park St, Dallas, TX 75001",1,3.84,1.92,3.84,1.92,171700,mañana, Dallas
2023-01-12,142080,usb-c charging cable,1930022051004,Alimentation,"541 13th St, Portland, OR 97035",1,11.95,5.975,11.95,5.975,225200,noche, Portland
2023-01-29,142081,aaa batteries (4-pack),5163502566606,Électronique,"758 Forest St, San Francisco, CA 94016",1,2.99,1.495,2.99,1.495,171300,mañana, San Francisco
2023-01-16,142082,aaa batteries (4-pack),9279947056509,Électronique,"396 Hill St, New York City, NY 10001",1,2.99,1.495,2.99,1.495,220400,noche, New York City
2023-01-20,142083,macbook pro laptop,4163320563287,Électronique,"977 Jackson St, Portland, OR 97035",1,1700,561,1700,1139,174600,mañana, Portland
2023-01-14,142084,usb-c charging cable,2901219135591,Vêtements,"442 Washington St, Seattle, WA 98101",3,11.95,5.975,35.849999999999994,17.924999999999997,135700,mañana, Seattle
2023-01-26,142085,iphone,6378875155248,Alimentation,"577 13th St, Los Angeles, CA 90001",1,700,231,700,469,185200,tarde, Los Angeles
2023-01-26,142085,lightning charging cable,6738219409018,Sports,"577 13th St, Los Angeles, CA 90001",1,14.95,7.475,14.95,7.475,185200,tarde, Los Angeles
2023-01-05,142086,lightning charging cable,1775305067104,Électronique,"440 Spruce St, Atlanta, GA 30301",1,14.95,7.475,14.95,7.475,121100,mañana, Atlanta
2023-01-24,142087,27in 4k gaming monitor,3483380712090,Vêtements,"119 Dogwood St, San Francisco, CA 94016",1,389.99,128.69670000000002,389.99,261.2933,145200,mañana, San Francisco
2023-01-12,142088,google phone,3726649702596,Alimentation,"43 Sunset St, Seattle, WA 98101",1,600,198,600,402,121100,mañana, Seattle
2023-01-15,142089,usb-c charging cable,3960276956962,Électronique,"529 13th St, Seattle, WA 98101",1,11.95,5.975,11.95,5.975,103600,noche, Seattle
2023-01-21,142091,aaa batteries (4-pack),4045185412039,Sports,"337 West St, San Francisco, CA 94016",1,2.99,1.495,2.99,1.495,101300,noche, San Francisco
2023-01-24,142092,bose soundsport headphones,7271325927768,Vêtements,"473 Lincoln St, Los Angeles, CA 90001",1,99.99,49.995,99.99,49.995,113200,noche, Los Angeles
2023-01-17,142093,lightning charging cable,2937583575205,Sports,"342 Lake St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475,154800,mañana, San Francisco
2023-01-19,142094,wired headphones,4075856348952,Sports,"396 South St, Boston, MA 02215",1,11.99,5.995,11.99,5.995,182400,tarde, Boston
2023-01-22,142096,usb-c charging cable,7251349627960,Sports,"354 Hill St, Los Angeles, CA 90001",1,11.95,5.975,11.95,5.975,180000,tarde, Los Angeles
2023-01-17,142097,lightning charging cable,7018334227555,Alimentation,"608 South St, Los Angeles, CA 90001",1,14.95,7.475,14.95,7.475,205800,noche, Los Angeles
2023-01-23,142099,aa batteries (4-pack),3518659303079,Électronique,"389 South St, Dallas, TX 75001",2,3.84,1.92,7.68,3.84,141300,mañana, Dallas
2023-01-05,142100,bose soundsport headphones,9175656410401,Électronique,"791 2nd St, New York City, NY 10001",1,99.99,49.995,99.99,49.995,115300,noche, New York City
2023-01-22,142101,iphone,6960742823400,Sports,"608 8th St, Atlanta, GA 30301",1,700,231,700,469,212400,noche, Atlanta
2023-01-25,142102,aaa batteries (4-pack),1960164769935,Sports,"427 Chestnut St, New York City, NY 10001",1,2.99,1.495,2.99,1.495,121500,mañana, New York City
2023-01-28,142103,iphone,5552738043767,Sports,"600 Center St, Boston, MA 02215",1,700,231,700,469,191200,noche, Boston
2023-01-19,142104,apple airpods headphones,2734426889233,Électronique,"184 Madison St, San Francisco, CA 94016",1,150,97.5,150,52.5,205000,noche, San Francisco
2023-01-31,142105,thinkpad laptop,7808088730678,Alimentation,"306 14th St, Portland, OR 97035",1,999.99,329.99670000000003,999.99,669.9933,133400,mañana, Portland
2023-01-04,142106,27in 4k gaming monitor,8055923555273,Alimentation,"841 Walnut St, Dallas, TX 75001",1,389.99,128.69670000000002,389.99,261.2933,185100,tarde, Dallas
2023-01-06,142107,lightning charging cable,4117733872556,Sports,"653 Lincoln St, Portland, ME 04101",1,14.95,7.475,14.95,7.475,172200,mañana, Portland
2023-01-31,142108,lg dryer,5365438681729,Sports,"183 Elm St, New York City, NY 10001",1,600,198,600,402,160100,mañana, New York City
2023-01-08,142109,macbook pro laptop,7414449145431,Alimentation,"551 13th St, Portland, ME 04101",1,1700,561,1700,1139,152900,mañana, Portland
2023-01-24,142110,usb-c charging cable,4269691997649,Sports,"277 Highland St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975,142000,mañana, San Francisco
2023-01-23,142111,lightning charging cable,6471920145722,Vêtements,"104 Cedar St, New York City, NY 10001",1,14.95,7.475,14.95,7.475,224900,noche, New York City
2023-01-01,142112,20in monitor,1836242617730,Électronique,"625 Elm St, Boston, MA 02215",1,109.99,71.4935,109.99,38.4965,135100,mañana, Boston
2023-01-01,142112,bose soundsport headphones,5230554873688,Alimentation,"625 Elm St, Boston, MA 02215",1,99.99,49.995,99.99,49.995,135100,mañana, Boston
2023-01-10,142113,aaa batteries (4-pack),1673863292247,Électronique,"198 Lakeview St, San Francisco, CA 94016",3,2.99,1.495,8.97,4.485,101200,noche, San Francisco
2023-01-09,142114,bose soundsport headphones,5015857249414,Alimentation,"838 Johnson St, San Francisco, CA 94016",1,99.99,49.995,99.99,49.995,162100,mañana, San Francisco
2023-01-11,142115,apple airpods headphones,1828240524875,Sports,"547 2nd St, Austin, TX 73301",1,150,97.5,150,52.5,192600,noche, Austin
2023-01-09,142116,aa batteries (4-pack),5618132882443,Alimentation,"568 5th St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92,185400,tarde, San Francisco
2023-01-08,142117,macbook pro laptop,3885462892510,Alimentation,"305 Jefferson St, Boston, MA 02215",1,1700,561,1700,1139,105800,noche, Boston
2023-01-12,142118,bose soundsport headphones,9739123183777,Alimentation,"818 West St, Seattle, WA 98101",1,99.99,49.995,99.99,49.995,153400,mañana, Seattle
2023-01-11,142119,usb-c charging cable,1853359435089,Électronique,"37 7th St, Atlanta, GA 30301",1,11.95,5.975,11.95,5.975,91300,noche, Atlanta
2023-01-11,142122,apple airpods headphones,1867030819384,Alimentation,"331 7th St, Portland, OR 97035",1,150,97.5,150,52.5,230600,noche, Portland
2023-01-02,142123,lightning charging cable,7757354090179,Sports,"253 14th St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475,204500,noche, San Francisco
2023-01-28,142124,aa batteries (4-pack),8060194205673,Électronique,"291 Lincoln St, San Francisco, CA 94016",2,3.84,1.92,7.68,3.84,131100,mañana, San Francisco
2023-01-26,142126,aaa batteries (4-pack),6334153398150,Électronique,"41 7th St, San Francisco, CA 94016",2,2.99,1.495,5.98,2.99,120500,mañana, San Francisco
2023-01-14,142127,wired headphones,5218729282169,Sports,"678 9th St, New York City, NY 10001",1,11.99,5.995,11.99,5.995,92000,noche, New York City
2023-01-31,142129,apple airpods headphones,1335286643355,Sports,"685 10th St, Atlanta, GA 30301",1,150,97.5,150,52.5,180900,tarde, Atlanta
2023-01-31,142130,google phone,8687890890866,Électronique,"640 11th St, Portland, OR 97035",1,600,198,600,402,164800,mañana, Portland
2023-01-20,142131,aaa batteries (4-pack),7976173371799,Sports,"250 12th St, Boston, MA 02215",1,2.99,1.495,2.99,1.495,124900,mañana, Boston
2023-01-06,142132,usb-c charging cable,3364157775236,Vêtements,"664 Maple St, Boston, MA 02215",2,11.95,5.975,23.9,11.95,223500,noche, Boston
2023-01-30,142133,usb-c charging cable,1691585951055,Alimentation,"164 5th St, Boston, MA 02215",1,11.95,5.975,11.95,5.975,200400,noche, Boston
2023-01-01,142134,google phone,7577176416096,Vêtements,"734 River St, New York City, NY 10001",1,600,198,600,402,92300,noche, New York City
2023-01-06,142135,usb-c charging cable,6576078584721,Vêtements,"358 Hill St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975,102900,noche, San Francisco
2023-01-07,142136,aa batteries (4-pack),8962717515433,Électronique,"944 Ridge St, Seattle, WA 98101",1,3.84,1.92,3.84,1.92,95800,noche, Seattle
2023-01-24,142137,aaa batteries (4-pack),2309234587511,Sports,"789 13th St, Los Angeles, CA 90001",1,2.99,1.495,2.99,1.495,60100,noche, Los Angeles
2023-01-07,142138,aa batteries (4-pack),1529548124161,Sports,"531 West St, Boston, MA 02215",1,3.84,1.92,3.84,1.92,90300,noche, Boston
2023-01-17,142139,aa batteries (4-pack),6866187895918,Sports,"846 11th St, San Francisco, CA 94016",2,3.84,1.92,7.68,3.84,80900,noche, San Francisco
2023-01-24,142140,lightning charging cable,7448049218761,Sports,"293 Hill St, Austin, TX 73301",1,14.95,7.475,14.95,7.475,192900,noche, Austin
2023-01-29,142141,wired headphones,5744184692602,Sports,"799 Hickory St, Atlanta, GA 30301",1,11.99,5.995,11.99,5.995,171500,mañana, Atlanta
2023-01-22,142142,wired headphones,2033823402314,Alimentation,"804 Willow St, Seattle, WA 98101",1,11.99,5.995,11.99,5.995,130000,mañana, Seattle
2023-01-03,142143,usb-c charging cable,6865230454515,Sports,"706 Elm St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975,114400,noche, San Francisco
2023-01-18,142145,apple airpods headphones,8513545730492,Sports,"899 6th St, San Francisco, CA 94016",1,150,97.5,150,52.5,203000,noche, San Francisco
2023-01-18,142145,usb-c charging cable,4097139612293,Électronique,"899 6th St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975,203000,noche, San Francisco
2023-01-02,142146,aaa batteries (4-pack),2098019443040,Vêtements,"628 North St, New York City, NY 10001",4,2.99,1.495,11.96,5.98,173900,mañana, New York City
2023-01-09,142147,27in 4k gaming monitor,1924169634218,Vêtements,"799 Forest St, San Francisco, CA 94016",1,389.99,128.69670000000002,389.99,261.2933,183900,tarde, San Francisco
2023-01-15,142149,aa batteries (4-pack),6734587157879,Sports,"935 Main St, New York City, NY 10001",3,3.84,1.92,11.52,5.76,114500,noche, New York City
2023-01-26,142150,aa batteries (4-pack),2065421007776,Alimentation,"728 Main St, Seattle, WA 98101",2,3.84,1.92,7.68,3.84,112600,noche, Seattle
2023-01-26,142151,aa batteries (4-pack),1518968143021,Sports,"384 4th St, San Francisco, CA 94016",3,3.84,1.92,11.52,5.76,175900,mañana, San Francisco
2023-01-11,142152,macbook pro laptop,1357586337596,Vêtements,"231 Washington St, San Francisco, CA 94016",1,1700,561,1700,1139,173100,mañana, San Francisco
2023-01-23,142153,wired headphones,9555780057990,Alimentation,"831 Dogwood St, Los Angeles, CA 90001",1,11.99,5.995,11.99,5.995,125300,mañana, Los Angeles
2023-01-13,142154,usb-c charging cable,7819269417889,Électronique,"579 4th St, Atlanta, GA 30301",1,11.95,5.975,11.95,5.975,95100,noche, Atlanta
2023-01-31,142155,apple airpods headphones,5854267191761,Électronique,"423 Main St, Atlanta, GA 30301",1,150,97.5,150,52.5,155500,mañana, Atlanta
2023-01-01,142156,34in ultrawide monitor,7686438111286,Alimentation,"540 2nd St, San Francisco, CA 94016",1,379.99,125.3967,379.99,254.5933,81600,noche, San Francisco
2023-01-08,142157,macbook pro laptop,7869777019713,Électronique,"638 5th St, Portland, OR 97035",1,1700,561,1700,1139,90200,noche, Portland
2023-01-15,142158,wired headphones,8854383929487,Alimentation,"797 Lincoln St, Boston, MA 02215",1,11.99,5.995,11.99,5.995,173200,mañana, Boston
2023-01-01,142160,wired headphones,5661696288219,Vêtements,"636 14th St, Los Angeles, CA 90001",1,11.99,5.995,11.99,5.995,115700,noche, Los Angeles
2023-01-21,142161,bose soundsport headphones,3654995162322,Électronique,"330 Lake St, Dallas, TX 75001",1,99.99,49.995,99.99,49.995,224300,noche, Dallas
2023-01-06,142162,27in fhd monitor,5699820516979,Alimentation,"671 Highland St, San Francisco, CA 94016",1,149.99,97.4935,149.99,52.4965,100400,noche, San Francisco
2023-01-04,142163,apple airpods headphones,5715910712548,Sports,"703 Walnut St, Dallas, TX 75001",1,150,97.5,150,52.5,215400,noche, Dallas
2023-01-22,142164,usb-c charging cable,9739462840206,Sports,"509 11th St, Dallas, TX 75001",1,11.95,5.975,11.95,5.975,182100,tarde, Dallas
2023-01-17,142165,aa batteries (4-pack),7884566140098,Alimentation,"749 Jackson St, Seattle, WA 98101",2,3.84,1.92,7.68,3.84,234900,noche, Seattle
2023-01-24,142166,usb-c charging cable,1862652759435,Alimentation,"616 Johnson St, Boston, MA 02215",1,11.95,5.975,11.95,5.975,152700,mañana, Boston
2023-01-24,142167,usb-c charging cable,7298088170981,Alimentation,"471 14th St, New York City, NY 10001",1,11.95,5.975,11.95,5.975,200600,noche, New York City
2023-01-21,142168,lightning charging cable,6335118891991,Électronique,"745 Jefferson St, Atlanta, GA 30301",1,14.95,7.475,14.95,7.475,114900,noche, Atlanta
2023-01-15,142169,aaa batteries (4-pack),8945087971688,Électronique,"398 Lakeview St, New York City, NY 10001",4,2.99,1.495,11.96,5.98,213900,noche, New York City
2023-01-20,142170,wired headphones,1181785075162,Sports,"663 12th St, Atlanta, GA 30301",1,11.99,5.995,11.99,5.995,83100,noche, Atlanta
2023-01-16,142171,wired headphones,9240454556332,Sports,"610 Sunset St, New York City, NY 10001",1,11.99,5.995,11.99,5.995,101100,noche, New York City
2023-01-24,142172,apple airpods headphones,5497193872095,Alimentation,"491 Johnson St, Atlanta, GA 30301",1,150,97.5,150,52.5,232500,noche, Atlanta
2023-01-10,142173,iphone,7321062309529,Alimentation,"674 Lake St, Los Angeles, CA 90001",1,700,231,700,469,132900,mañana, Los Angeles
2023-01-10,142174,lightning charging cable,7556476424969,Électronique,"338 Lake St, Boston, MA 02215",1,14.95,7.475,14.95,7.475,231700,noche, Boston
2023-01-12,142175,aaa batteries (4-pack),9002735200991,Sports,"221 Lake St, San Francisco, CA 94016",1,2.99,1.495,2.99,1.495,194500,noche, San Francisco
2023-01-12,142176,apple airpods headphones,5592507598954,Sports,"782 Highland St, San Francisco, CA 94016",1,150,97.5,150,52.5,130800,mañana, San Francisco
2023-01-13,142177,macbook pro laptop,3104046331338,Sports,"754 1st St, Portland, ME 04101",1,1700,561,1700,1139,143900,mañana, Portland
2023-01-01,142178,aaa batteries (4-pack),8923332415591,Alimentation,"877 10th St, Seattle, WA 98101",1,2.99,1.495,2.99,1.495,125900,mañana, Seattle
2023-01-30,142180,usb-c charging cable,1443191548461,Sports,"455 Sunset St, Austin, TX 73301",1,11.95,5.975,11.95,5.975,191100,noche, Austin
2023-01-17,142181,27in fhd monitor,4620990780250,Sports,"419 8th St, Boston, MA 02215",1,149.99,97.4935,149.99,52.4965,183000,tarde, Boston
2023-01-05,142182,wired headphones,9773610030482,Vêtements,"92 Highland St, New York City, NY 10001",1,11.99,5.995,11.99,5.995,155600,mañana, New York City
2023-01-09,142183,34in ultrawide monitor,7660592311376,Vêtements,"406 Johnson St, Boston, MA 02215",1,379.99,125.3967,379.99,254.5933,121300,mañana, Boston
2023-01-23,142184,aaa batteries (4-pack),4674687228605,Alimentation,"342 13th St, Los Angeles, CA 90001",2,2.99,1.495,5.98,2.99,131500,mañana, Los Angeles
2023-01-16,142185,bose soundsport headphones,7458177808540,Sports,"208 West St, Boston, MA 02215",1,99.99,49.995,99.99,49.995,140200,mañana, Boston
2023-01-30,142186,34in ultrawide monitor,3499906323216,Sports,"505 Wilson St, Los Angeles, CA 90001",1,379.99,125.3967,379.99,254.5933,184200,tarde, Los Angeles
2023-01-30,142187,20in monitor,6813782194789,Alimentation,"903 Maple St, Portland, OR 97035",1,109.99,71.4935,109.99,38.4965,203900,noche, Portland
2023-01-25,142188,usb-c charging cable,2692246225632,Sports,"347 11th St, Los Angeles, CA 90001",1,11.95,5.975,11.95,5.975,134900,mañana, Los Angeles
2023-01-08,142189,usb-c charging cable,2754211495913,Alimentation,"215 Jefferson St, Austin, TX 73301",1,11.95,5.975,11.95,5.975,114600,noche, Austin
2023-01-13,142190,34in ultrawide monitor,7224851250885,Vêtements,"356 Walnut St, San Francisco, CA 94016",1,379.99,125.3967,379.99,254.5933,145800,mañana, San Francisco
2023-01-08,142191,20in monitor,5692554473808,Vêtements,"246 Chestnut St, San Francisco, CA 94016",1,109.99,71.4935,109.99,38.4965,154100,mañana, San Francisco
2023-01-28,142192,google phone,7367973047223,Électronique,"68 11th St, Boston, MA 02215",1,600,198,600,402,123900,mañana, Boston
2023-01-28,142192,usb-c charging cable,1851344538765,Alimentation,"68 11th St, Boston, MA 02215",1,11.95,5.975,11.95,5.975,123900,mañana, Boston
2023-01-01,142193,27in fhd monitor,7272282372617,Sports,"912 Cherry St, Boston, MA 02215",1,149.99,97.4935,149.99,52.4965,90800,noche, Boston
2023-01-26,142194,thinkpad laptop,5344595275489,Électronique,"2 River St, Los Angeles, CA 90001",1,999.99,329.99670000000003,999.99,669.9933,172100,mañana, Los Angeles
2023-01-02,142195,apple airpods headphones,6246830667774,Alimentation,"468 Jefferson St, Boston, MA 02215",1,150,97.5,150,52.5,123800,mañana, Boston
2023-01-27,142196,aa batteries (4-pack),7160003438407,Alimentation,"692 8th St, Portland, ME 04101",1,3.84,1.92,3.84,1.92,174500,mañana, Portland
2023-01-16,142197,aa batteries (4-pack),7284726164609,Sports,"642 Center St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92,145900,mañana, San Francisco
2023-01-24,142198,aa batteries (4-pack),8655184872550,Sports,"833 Walnut St, San Francisco, CA 94016",2,3.84,1.92,7.68,3.84,115400,noche, San Francisco
2023-01-05,142199,20in monitor,4580377443793,Alimentation,"568 Willow St, Dallas, TX 75001",1,109.99,71.4935,109.99,38.4965,103300,noche, Dallas
2023-01-18,142201,aaa batteries (4-pack),9499208841967,Vêtements,"996 Dogwood St, San Francisco, CA 94016",1,2.99,1.495,2.99,1.495,102200,noche, San Francisco
2023-01-06,142203,bose soundsport headphones,1728409948348,Vêtements,"272 Johnson St, Seattle, WA 98101",1,99.99,49.995,99.99,49.995,83100,noche, Seattle
2023-01-06,142204,bose soundsport headphones,6935755538758,Électronique,"585 2nd St, Los Angeles, CA 90001",1,99.99,49.995,99.99,49.995,112900,noche, Los Angeles
2023-01-14,142205,bose soundsport headphones,7050474943647,Sports,"263 West St, New York City, NY 10001",1,99.99,49.995,99.99,49.995,131300,mañana, New York City
2023-01-02,142206,macbook pro laptop,5233049626994,Vêtements,"673 13th St, San Francisco, CA 94016",1,1700,561,1700,1139,94100,noche, San Francisco
2023-01-09,142207,bose soundsport headphones,5708295873292,Électronique,"358 Wilson St, Seattle, WA 98101",1,99.99,49.995,99.99,49.995,205900,noche, Seattle
2023-01-13,142208,bose soundsport headphones,4854794346546,Vêtements,"218 West St, New York City, NY 10001",1,99.99,49.995,99.99,49.995,84900,noche, New York City
2023-01-09,142209,34in ultrawide monitor,1787884489383,Électronique,"536 River St, Austin, TX 73301",1,379.99,125.3967,379.99,254.5933,142300,mañana, Austin
2023-01-16,142210,aa batteries (4-pack),5436018427556,Électronique,"322 13th St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92,193300,noche, San Francisco
2023-01-03,142211,wired headphones,1089303252944,Alimentation,"663 River St, New York City, NY 10001",1,11.99,5.995,11.99,5.995,160100,mañana, New York City
2023-01-18,142212,aa batteries (4-pack),6313382559156,Sports,"172 10th St, Los Angeles, CA 90001",3,3.84,1.92,11.52,5.76,152200,mañana, Los Angeles
2023-01-29,142213,apple airpods headphones,3613669547442,Alimentation,"641 13th St, New York City, NY 10001",1,150,97.5,150,52.5,230400,noche, New York City
2023-01-23,142214,aaa batteries (4-pack),4066501553513,Électronique,"945 4th St, Los Angeles, CA 90001",3,2.99,1.495,8.97,4.485,75400,noche, Los Angeles
2023-01-19,142217,bose soundsport headphones,5328000287943,Alimentation,"520 Madison St, Los Angeles, CA 90001",1,99.99,49.995,99.99,49.995,141800,mañana, Los Angeles
2023-01-30,142218,wired headphones,6882821530549,Électronique,"246 Sunset St, San Francisco, CA 94016",1,11.99,5.995,11.99,5.995,200100,noche, San Francisco
2023-01-04,142219,27in fhd monitor,2414745253937,Alimentation,"882 Pine St, Los Angeles, CA 90001",1,149.99,97.4935,149.99,52.4965,203100,noche, Los Angeles
2023-01-19,142222,aa batteries (4-pack),7714596927623,Vêtements,"23 5th St, Los Angeles, CA 90001",1,3.84,1.92,3.84,1.92,191800,noche, Los Angeles
2023-01-28,142223,wired headphones,6532162158007,Vêtements,"882 11th St, San Francisco, CA 94016",1,11.99,5.995,11.99,5.995,164900,mañana, San Francisco
2023-01-11,142224,usb-c charging cable,5821593535449,Vêtements,"740 Washington St, Los Angeles, CA 90001",1,11.95,5.975,11.95,5.975,205600,noche, Los Angeles
2023-01-19,142225,lightning charging cable,9972038491480,Sports,"869 Madison St, New York City, NY 10001",1,14.95,7.475,14.95,7.475,94700,noche, New York City
2023-01-22,142226,aaa batteries (4-pack),6270466834886,Sports,"103 Willow St, Austin, TX 73301",3,2.99,1.495,8.97,4.485,215500,noche, Austin
2023-01-31,142227,wired headphones,8648925194199,Sports,"954 North St, Austin, TX 73301",1,11.99,5.995,11.99,5.995,202200,noche, Austin
2023-01-22,142228,macbook pro laptop,5256005629307,Alimentation,"639 Lakeview St, San Francisco, CA 94016",1,1700,561,1700,1139,113700,noche, San Francisco
2023-01-04,142229,27in fhd monitor,2053612987304,Électronique,"45 Lincoln St, Seattle, WA 98101",1,149.99,97.4935,149.99,52.4965,102900,noche, Seattle
2023-01-29,142230,google phone,9915356886146,Sports,"867 Cedar St, San Francisco, CA 94016",1,600,198,600,402,120500,mañana, San Francisco
2023-01-29,142230,usb-c charging cable,7101045731353,Alimentation,"867 Cedar St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975,120500,mañana, San Francisco
2023-01-04,142232,wired headphones,9210689547173,Électronique,"776 12th St, Los Angeles, CA 90001",2,11.99,5.995,23.98,11.99,235200,noche, Los Angeles
2023-01-14,142233,lightning charging cable,6284539446979,Sports,"389 Highland St, Los Angeles, CA 90001",1,14.95,7.475,14.95,7.475,134100,mañana, Los Angeles
2023-01-13,142234,lightning charging cable,7132572549945,Alimentation,"124 Church St, Los Angeles, CA 90001",1,14.95,7.475,14.95,7.475,103700,noche, Los Angeles
2023-01-15,142235,aa batteries (4-pack),2777580924068,Électronique,"417 Washington St, Los Angeles, CA 90001",1,3.84,1.92,3.84,1.92,211500,noche, Los Angeles
2023-01-14,142236,aaa batteries (4-pack),4677075916944,Alimentation,"61 12th St, Los Angeles, CA 90001",1,2.99,1.495,2.99,1.495,104800,noche, Los Angeles
2023-01-08,142237,aaa batteries (4-pack),2709604126957,Alimentation,"419 10th St, Los Angeles, CA 90001",1,2.99,1.495,2.99,1.495,84200,noche, Los Angeles
2023-01-21,142238,aa batteries (4-pack),7505490249233,Électronique,"82 Johnson St, Los Angeles, CA 90001",2,3.84,1.92,7.68,3.84,192300,noche, Los Angeles
2023-01-29,142239,aa batteries (4-pack),3521128071915,Vêtements,"344 12th St, Boston, MA 02215",2,3.84,1.92,7.68,3.84,204200,noche, Boston
2023-01-04,142240,34in ultrawide monitor,4658266410821,Électronique,"966 Jefferson St, Dallas, TX 75001",1,379.99,125.3967,379.99,254.5933,192000,noche, Dallas
2023-01-26,142241,usb-c charging cable,4255321271612,Sports,"303 Pine St, Dallas, TX 75001",1,11.95,5.975,11.95,5.975,191400,noche, Dallas
2023-01-15,142242,usb-c charging cable,2807170797671,Alimentation,"503 Forest St, Portland, OR 97035",1,11.95,5.975,11.95,5.975,182600,tarde, Portland
2023-01-04,142243,usb-c charging cable,7810462783628,Alimentation,"567 Church St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975,94700,noche, San Francisco
2023-01-13,142244,aa batteries (4-pack),4359434662622,Électronique,"944 Pine St, Austin, TX 73301",1,3.84,1.92,3.84,1.92,103900,noche, Austin
2023-01-15,142245,macbook pro laptop,7646790428101,Sports,"245 Sunset St, San Francisco, CA 94016",1,1700,561,1700,1139,180700,tarde, San Francisco
2023-01-29,142246,lightning charging cable,8510321929758,Sports,"265 River St, Portland, OR 97035",1,14.95,7.475,14.95,7.475,101000,noche, Portland
2023-01-15,142247,bose soundsport headphones,5859556696965,Vêtements,"229 14th St, Atlanta, GA 30301",1,99.99,49.995,99.99,49.995,111500,noche, Atlanta
